,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,3999730.0,6.91
1,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14322897.0,5.36
2,EXAS,EXACT SCIENCES CORP,30063P105,4043106.0,5.07
3,REGN,REGENERON PHARMACEUTICALS,75886F107,685000.0,4.58
4,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1813163.0,4.25
5,FATE,FATE THERAPEUTICS INC,31189P102,4316228.0,4.16
6,IONS,IONIS PHARMACEUTICALS INC,462222100,9025335.0,3.9
7,CDNA,CAREDX INC,14167L103,3690771.0,3.61
8,TWST,TWIST BIOSCIENCE CORP,90184D100,2468853.0,3.54
9,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,814964.0,3.16
10,ACCD,ACCOLADE INC,00437E102,5546261.0,3.02
11,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,14615090.0,2.81
12,INCY,INCYTE CORP,45337C102,3046079.0,2.74
13,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,2528010.0,2.72
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,1773623.0,2.5
15,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1501146.0,2.48
16,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,4407446.0,2.48
17,SDGR,SCHRODINGER INC,80810D103,2510581.0,1.98
18,BEAM,BEAM THERAPEUTICS INC,07373V105,1707285.0,1.83
19,CSTL,CASTLE BIOSCIENCES INC,14843C105,2242615.0,1.82
20,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4197778.0,1.79
21,PATH,UIPATH INC - CLASS A,90364P105,2375452.0,1.73
22,BLI,BERKELEY LIGHTS INC,084310101,3189773.0,1.69
23,TXG,10X GENOMICS INC-CLASS A,88025U109,793671.0,1.69
24,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6270302.0,1.63
25,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,5284084.0,1.62
26,CDXS,CODEXIS INC,192005106,6417351.0,1.58
27,NVTA,INVITAE CORP,46185L103,4618185.0,1.5
28,PSNL,PERSONALIS INC,71535D106,4643578.0,1.13
29,RPTX,REPARE THERAPEUTICS INC,760273102,2796024.0,1.09
30,BMY,BRISTOL-MYERS SQUIBB CO,110122108,1300025.0,1.03
31,VCYT,VERACYTE INC,92337F107,1937800.0,1.0
32,ONEM,1LIFE HEALTHCARE INC,68269G107,3130499.0,0.99
33,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2711242.0,0.99
34,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2750117.0,0.97
35,BFLY,BUTTERFLY NETWORK INC,124155102,7623822.0,0.95
36,MASS,908 DEVICES INC,65443P102,2620273.0,0.95
37,VERV,VERVE THERAPEUTICS INC,92539P101,1248853.0,0.86
38,QSI,QUANTUM-SI INC,74765K105,7570025.0,0.83
39,CLLS,CELLECTIS - ADR,15117K103,4393624.0,0.66
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,918658.0,0.66
41,EDIT,EDITAS MEDICINE INC,28106W103,1248440.0,0.61
42,SMFR,SEMA4 HOLDINGS CORP,81663L101,4530685.0,0.59
43,SEER,SEER INC,81578P106,1264045.0,0.47
44,ZY,ZYMERGEN INC,98985X100,1055590.0,0.43
45,,CM LIFE SCIENCES II INC,125842203,2740375.0,0.38
46,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6605904.0,0.38
47,SRPT,SAREPTA THERAPEUTICS INC,803607100,484541.0,0.38
48,PSTG,PURE STORAGE INC - CLASS A,74624M102,1492363.0,0.34
49,CERS,CERUS CORP,157085101,5617976.0,0.33
50,CGEN,COMPUGEN LTD,M25722105,3941643.0,0.31
51,SURF,SURFACE ONCOLOGY INC,86877M209,4327530.0,0.3
52,CRBU,CARIBOU BIOSCIENCES INC,142038108,1484672.0,0.28
53,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2003952.0,0.23
54,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,18866018.49,0.22
55,MCRB,SERES THERAPEUTICS INC,81750R102,2447801.0,0.2
56,DRNA,DICERNA PHARMACEUTICALS INC,253031108,315434.0,0.14
57,EVGN,EVOGENE LTD,M4119S104,3157559.0,0.11
58,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,577080.0,0.02
59,ONVO ,ORGANOVO HOLDINGS INC,68620A203,259097.0,0.02
